Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
2126,Rafael Diallo,ar ARG,FW,Cremonese,it Serie A,27,1996,11.7,444,520,85.4,9110,3209,201,201,100.0,184,215,85.6,62,104,59.6,1,1.8,1.6,-0.8,6,33,8,2,41,Matches
2127,Bruno Becker,rs SRB,"DF,FW",Spezia,it Serie A,23,2000,18.4,531,628,84.6,11766,3760,331,360,91.9,222,242,91.7,15,26,57.7,0,0.0,0.0,0.0,3,71,5,1,44,Matches
2128,Felix Müller,hr CRO,MF,Napoli,it Serie A,17,2006,2.3,140,158,88.6,2842,989,73,81,90.1,50,59,84.7,9,18,50.0,1,1.6,1.8,-0.6,5,19,7,1,12,Matches
2129,Julien Doyle,it ITA,DF,Cremonese,it Serie A,33,1990,8.2,306,379,80.7,5520,2236,196,216,90.7,142,158,89.9,3,5,60.0,0,1.3,1.4,-1.3,1,46,1,1,34,Matches
2130,Milan Tanaka,hr CRO,FW,Fiorentina,it Serie A,23,2000,13.8,478,635,75.3,9213,1826,203,216,94.0,234,239,97.9,101,180,56.1,1,1.6,1.9,-0.6,2,41,2,0,60,Matches
2131,Mason Müller,us USA,DF,Inter,it Serie A,25,1998,13.1,439,554,79.2,9427,1937,242,252,96.0,209,229,91.3,44,73,60.3,1,1.6,1.1,-0.6,5,51,6,3,36,Matches
2132,Anton Clarke,eng ENG,DF,Empoli,it Serie A,27,1996,19.6,498,717,69.5,8859,2508,288,320,90.0,215,254,84.6,89,143,62.2,0,0.3,0.0,-0.3,8,93,8,3,26,Matches
2133,Pablo Schmidt,de GER,DF,Juventus,it Serie A,29,1994,3.4,168,201,83.6,3334,1289,79,87,90.8,85,98,86.7,7,16,43.8,0,0.0,0.1,0.0,1,13,1,1,20,Matches
2134,Callum Dubois,rs SRB,MF,Bologna,it Serie A,29,1994,7.6,313,367,85.3,6476,2565,123,140,87.9,112,124,90.3,67,103,65.0,0,1.8,2.5,-1.8,9,37,9,3,18,Matches
2135,Javier Becker,dk DEN,DF,Sampdoria,it Serie A,24,1999,14.9,640,868,73.7,12499,5520,298,322,92.5,345,396,87.1,104,150,69.3,1,0.0,0.5,1.0,9,53,15,4,49,Matches
2136,Samuel Murphy,hr CRO,DF,Spezia,it Serie A,26,1997,7.3,291,350,83.1,6204,1850,148,157,94.3,86,98,87.8,72,95,75.8,0,0.0,0.0,0.0,3,34,3,1,36,Matches
2137,Sota Martínez,hr CRO,DF,Fiorentina,it Serie A,20,2003,10.6,523,633,82.6,10231,3409,304,325,93.5,230,266,86.5,29,42,69.0,0,0.9,0.4,-0.9,5,42,7,1,39,Matches
2138,Leo Traoré,hr CRO,FW,Roma,it Serie A,25,1998,20.5,552,714,77.3,11581,3299,302,353,85.6,179,197,90.9,93,164,56.7,1,0.3,0.3,0.7,12,69,18,1,29,Matches
2139,Adam Nowak,pl POL,"DF,MF",Empoli,it Serie A,17,2006,1.2,50,59,84.7,1134,457,26,28,92.9,23,26,88.5,3,5,60.0,0,0.2,0.8,-0.2,0,7,0,0,3,Matches
2140,David Petit,eng ENG,MF,Napoli,it Serie A,22,2001,9.8,531,727,73.0,11547,5111,302,341,88.6,203,235,86.4,89,151,58.9,1,0.0,0.0,1.0,14,54,26,9,13,Matches
2141,João Becker,ch SUI,GK,Hellas Verona,it Serie A,18,2005,21.5,906,1275,71.1,15075,4765,544,587,92.7,480,515,93.2,93,173,53.8,1,1.8,1.9,-0.8,9,87,13,2,111,Matches
2142,Mason Benali,eng ENG,DF,Juventus,it Serie A,26,1997,8.5,307,343,89.5,5688,2252,145,159,91.2,82,98,83.7,63,86,73.3,1,1.0,1.5,0.0,5,40,6,2,17,Matches
2143,Emil Benali,us USA,FW,Monza,it Serie A,24,1999,20.1,514,616,83.4,9935,3925,280,337,83.1,235,286,82.2,0,0,,1,0.1,0.0,0.9,4,45,8,2,53,Matches
2144,Iker Diallo,pl POL,MF,Atalanta,it Serie A,27,1996,7.8,346,396,87.4,7508,3369,160,185,86.5,146,163,89.6,24,48,50.0,0,0.0,0.3,0.0,5,42,7,1,30,Matches
2145,Rafael Yamamoto,pt POR,DF,Empoli,it Serie A,20,2003,13.6,294,387,76.0,5109,1459,155,169,91.7,88,105,83.8,53,113,46.9,0,1.9,1.8,-1.9,6,26,12,2,21,Matches
2146,Karim Barnes,fr FRA,MF,Atalanta,it Serie A,30,1993,22.0,812,1040,78.1,16685,7465,414,457,90.6,350,426,82.2,99,157,63.1,0,1.1,1.6,-1.1,6,42,5,1,28,Matches
2147,Felix Fischer,hr CRO,GK,Bologna,it Serie A,23,2000,10.3,605,848,71.3,11215,4231,328,367,89.4,212,267,79.4,136,214,63.6,0,2.0,1.5,-2.0,12,68,13,5,71,Matches
2148,Pablo Yamamoto,es ESP,MF,Hellas Verona,it Serie A,25,1998,10.3,429,539,79.6,7286,2049,220,236,93.2,171,190,90.0,82,113,72.6,1,2.9,2.9,-1.9,8,80,11,2,68,Matches
2149,Thomas Byrne,se SWE,MF,Milan,it Serie A,29,1994,5.6,322,384,83.9,6537,2228,150,156,96.2,98,127,77.2,57,101,56.4,2,3.0,2.8,-1.0,9,31,13,1,37,Matches
2150,Lucas Barnes,hr CRO,DF,Salernitana,it Serie A,29,1994,6.5,199,249,79.9,3758,1403,114,126,90.5,96,111,86.5,7,12,58.3,0,1.8,2.3,-1.8,2,23,1,1,29,Matches
2151,Anton Bakker,co COL,FW,Fiorentina,it Serie A,23,2000,11.7,365,452,80.8,8406,3047,149,167,89.2,109,139,78.4,99,146,67.8,0,0.0,0.0,0.0,10,38,14,4,59,Matches
2152,David Larsen,pt POR,FW,Roma,it Serie A,26,1997,5.4,157,219,71.7,3051,1141,85,95,89.5,76,92,82.6,19,32,59.4,0,0.8,1.1,-0.8,3,8,4,1,8,Matches
2153,Julien Laurent,ch SUI,FW,Roma,it Serie A,37,1986,13.9,663,786,84.4,15203,3230,335,353,94.9,268,341,78.6,61,92,66.3,2,3.2,3.7,-1.2,13,96,14,2,60,Matches
2154,Javier Müller,ar ARG,FW,Lazio,it Serie A,19,2004,5.8,234,318,73.6,5598,1712,187,187,100.0,87,99,87.9,18,32,56.2,0,0.6,0.7,-0.6,3,22,4,1,39,Matches
2155,Samuel Gómez,jp JPN,"FW,MF",Napoli,it Serie A,22,2001,2.5,115,130,88.5,2009,677,62,67,92.5,43,45,95.6,10,18,55.6,1,0.0,0.0,1.0,7,13,8,2,7,Matches
2156,Stefan Martínez,es ESP,DF,Spezia,it Serie A,31,1992,18.3,671,972,69.0,15484,4837,488,516,94.6,329,390,84.4,54,66,81.8,2,1.4,1.6,0.6,16,41,24,10,67,Matches
2157,Pablo Petit,de GER,"DF,MF",Lazio,it Serie A,23,2000,6.1,289,374,77.3,6352,2509,161,170,94.7,133,158,84.2,20,46,43.5,0,0.0,0.0,0.0,5,28,7,1,27,Matches
2158,Elias Kowalski,co COL,"MF,DF",Atalanta,it Serie A,20,2003,31.4,1555,1800,86.4,28780,5702,691,756,91.4,705,763,92.4,170,281,60.5,3,3.2,3.2,-0.2,28,169,58,6,223,Matches
2159,David Pereira,us USA,MF,Empoli,it Serie A,35,1988,21.1,940,1118,84.1,14690,4537,510,550,92.7,430,468,91.9,60,100,60.0,4,3.1,3.1,0.9,18,124,29,8,37,Matches
2160,Hugo Pereira,hr CRO,FW,Empoli,it Serie A,23,2000,7.7,195,230,84.8,4465,1291,84,89,94.4,79,91,86.8,25,50,50.0,1,2.1,1.0,-1.1,6,16,10,1,23,Matches
2161,Callum Bianchi,br BRA,MF,Spezia,it Serie A,28,1995,12.4,573,699,82.0,9292,2313,302,363,83.2,296,329,90.0,4,7,57.1,2,1.9,1.9,0.1,13,50,17,1,39,Matches
2162,Erik Horvat,jp JPN,MF,Bologna,it Serie A,27,1996,12.6,361,498,72.5,6456,1809,208,215,96.7,183,193,94.8,56,90,62.2,0,0.0,0.0,0.0,14,36,18,2,28,Matches
2163,Stefan Hughes,us USA,MF,Sampdoria,it Serie A,23,2000,9.8,306,341,89.7,5424,1634,83,93,89.2,111,120,92.5,64,128,50.0,0,0.0,0.1,0.0,8,7,7,3,34,Matches
2164,Lucas Bianchi,es ESP,MF,Bologna,it Serie A,21,2002,18.3,901,1098,82.1,20119,6635,508,535,95.0,214,263,81.4,197,300,65.7,3,4.2,4.2,-1.2,7,54,8,2,98,Matches
2165,Samuel Rossi,eng ENG,GK,Monza,it Serie A,22,2001,10.0,532,777,68.5,10428,2529,321,351,91.5,251,285,88.1,92,141,65.2,1,1.1,0.9,-0.1,8,47,10,3,65,Matches
2166,Jordan Ndiaye,pl POL,FW,Fiorentina,it Serie A,19,2004,10.9,289,401,72.1,5043,2250,185,194,95.4,160,174,92.0,19,33,57.6,0,0.0,0.6,0.0,7,35,12,3,34,Matches
2167,Hugo Ndiaye,us USA,FW,Atalanta,it Serie A,27,1996,6.6,245,301,81.4,5367,2283,111,124,89.5,104,115,90.4,24,62,38.7,1,0.3,1.4,0.7,5,29,5,3,30,Matches
2168,Sergio Wright,dk DEN,GK,Inter,it Serie A,30,1993,19.8,917,1193,76.9,14940,3654,382,443,86.2,381,487,78.2,139,263,52.9,1,0.0,0.3,1.0,7,134,9,2,22,Matches
2169,Iker Greco,ar ARG,GK,Sassuolo,it Serie A,21,2002,1.5,60,88,68.2,942,278,35,41,85.4,31,38,81.6,6,9,66.7,0,0.0,0.4,0.0,1,9,2,0,7,Matches
2170,Pedro Pereira,dk DEN,MF,Udinese,it Serie A,21,2002,2.1,97,114,85.1,1787,587,55,57,96.5,31,35,88.6,7,22,31.8,1,0.0,0.1,1.0,2,9,2,1,12,Matches
2171,Erik Fischer,fr FRA,GK,Juventus,it Serie A,28,1995,12.7,634,861,73.6,13104,4514,402,430,93.5,347,385,90.1,26,46,56.5,0,1.3,1.7,-1.3,5,57,4,2,61,Matches
2172,Felix Becker,br BRA,FW,Atalanta,it Serie A,31,1992,7.9,211,271,77.9,4833,1145,124,134,92.5,79,87,90.8,22,50,44.0,0,0.7,0.1,-0.7,2,16,2,1,15,Matches
2173,Lucas Sánchez,es ESP,MF,Spezia,it Serie A,30,1993,4.4,144,172,83.7,3010,936,74,79,93.7,67,76,88.2,9,17,52.9,1,0.7,0.0,0.3,3,13,4,1,12,Matches
2174,Samuel Rossi,rs SRB,FW,Fiorentina,it Serie A,22,2001,12.6,413,565,73.1,8884,2916,258,280,92.1,176,196,89.8,49,89,55.1,1,2.5,2.8,-1.5,13,52,14,3,35,Matches
2175,Jordan Silva,se SWE,MF,Lecce,it Serie A,24,1999,10.4,512,555,92.3,9923,3934,216,244,88.5,182,207,87.9,66,104,63.5,0,1.6,2.3,-1.6,6,46,6,1,39,Matches
2176,Luca El Amrani,dk DEN,FW,Roma,it Serie A,25,1998,17.2,466,537,86.8,10608,3875,207,222,93.2,141,164,86.0,95,151,62.9,1,2.5,2.9,-1.5,11,44,20,6,36,Matches
2177,Leo Hoffmann,dk DEN,DF,Roma,it Serie A,23,2000,0.5,13,16,81.2,268,100,8,9,88.9,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
2178,Takumi Rizzo,br BRA,FW,Bologna,it Serie A,17,2006,38.0,1733,2138,81.1,30033,12063,800,899,89.0,881,974,90.5,121,265,45.7,2,3.4,4.1,-1.4,19,191,21,12,159,Matches
2179,Youssef Cissé,be BEL,GK,Torino,it Serie A,26,1997,8.1,337,502,67.1,6876,2261,238,248,96.0,139,164,84.8,45,90,50.0,1,0.1,0.3,0.9,3,22,3,1,16,Matches
2180,Daniel Conti,fr FRA,MF,Napoli,it Serie A,16,2007,29.4,1118,1356,82.4,22435,8653,611,678,90.1,409,454,90.1,139,224,62.1,3,1.8,1.6,1.2,25,99,43,7,160,Matches
2181,Adam Lindqvist,nl NED,FW,Salernitana,it Serie A,18,2005,8.0,218,285,76.5,5250,1878,140,152,92.1,87,104,83.7,18,29,62.1,0,0.0,0.5,0.0,1,28,1,0,25,Matches
2182,Callum Sánchez,br BRA,MF,Monza,it Serie A,27,1996,1.1,62,71,87.3,1277,506,30,34,88.2,24,30,80.0,4,7,57.1,0,0.0,0.0,0.0,2,4,4,1,6,Matches
2183,Youssef Walsh,ch SUI,FW,Udinese,it Serie A,23,2000,6.4,231,280,82.5,5042,1498,113,136,83.1,76,87,87.4,25,57,43.9,0,0.4,0.5,-0.4,4,13,4,1,12,Matches
2184,Antoine Sánchez,hr CRO,FW,Salernitana,it Serie A,33,1990,10.0,220,267,82.4,4647,1649,112,120,93.3,73,85,85.9,41,62,66.1,0,1.7,2.1,-1.7,1,20,2,0,22,Matches
2185,Rafael Gómez,eng ENG,DF,Fiorentina,it Serie A,32,1991,9.3,349,392,89.0,7289,2389,170,183,92.9,142,148,95.9,38,61,62.3,1,0.9,0.8,0.1,4,45,4,1,32,Matches
2186,Hugo Hoffmann,rs SRB,DF,Cremonese,it Serie A,20,2003,2.6,74,94,78.7,1501,502,27,29,93.1,31,35,88.6,15,30,50.0,1,0.0,0.3,1.0,1,11,1,0,11,Matches
2187,Bruno Petit,pt POR,DF,Spezia,it Serie A,25,1998,6.2,210,282,74.5,3835,1270,100,107,93.5,92,112,82.1,45,63,71.4,0,0.9,0.8,-0.9,1,14,1,0,19,Matches
2188,Omar Wright,fr FRA,GK,Udinese,it Serie A,31,1992,10.4,523,756,69.2,10824,3871,338,381,88.7,284,353,80.5,13,22,59.1,0,0.0,0.4,0.0,3,84,5,1,52,Matches
2189,Sota Bianchi,it ITA,DF,Bologna,it Serie A,26,1997,1.7,61,73,83.6,1370,321,29,30,96.7,25,30,83.3,5,13,38.5,0,0.0,0.2,0.0,0,6,0,0,5,Matches
2190,Connor Nowak,rs SRB,"DF,MF",Monza,it Serie A,27,1996,3.4,142,177,80.2,3079,830,82,92,89.1,55,56,98.2,14,29,48.3,0,0.0,0.6,0.0,1,20,1,0,14,Matches
2191,Callum Yamamoto,sn SEN,FW,Sampdoria,it Serie A,25,1998,6.8,247,319,77.4,4566,1097,139,151,92.1,125,148,84.5,13,20,65.0,1,2.4,2.9,-1.4,9,21,10,2,25,Matches
2192,Mateo Dubois,ar ARG,FW,Napoli,it Serie A,25,1998,3.1,88,109,80.7,1582,725,43,48,89.6,32,38,84.2,13,23,56.5,0,0.0,0.5,0.0,3,11,6,0,10,Matches
2193,Finn Wright,hr CRO,"DF,MF",Sassuolo,it Serie A,31,1992,5.7,386,398,97.0,8260,1808,193,200,96.5,143,157,91.1,30,41,73.2,0,0.5,0.8,-0.5,0,41,0,0,28,Matches
2194,Takumi Tanaka,uy URU,DF,Inter,it Serie A,23,2000,1.4,72,84,85.7,1357,484,42,50,84.0,28,31,90.3,2,3,66.7,0,0.0,0.0,0.0,1,5,1,0,6,Matches
2195,Kevin Lindqvist,rs SRB,MF,Torino,it Serie A,29,1994,17.2,743,794,93.6,15370,6166,445,488,91.2,192,208,92.3,41,98,41.8,2,2.8,3.1,-0.8,27,50,34,14,78,Matches
2196,Finn Doyle,fr FRA,MF,Monza,it Serie A,25,1998,9.0,372,446,83.4,8701,3960,186,198,93.9,108,126,85.7,79,122,64.8,0,0.0,0.0,0.0,3,19,3,0,27,Matches
2197,Callum Schmidt,eng ENG,DF,Cremonese,it Serie A,30,1993,9.5,289,365,79.2,4938,2027,181,186,97.3,130,149,87.2,18,30,60.0,0,1.7,2.2,-1.7,4,26,6,1,23,Matches
2198,Pedro Jansen,be BEL,DF,Monza,it Serie A,23,2000,10.8,222,298,74.5,3705,1246,140,147,95.2,79,93,84.9,26,58,44.8,1,1.3,1.4,-0.3,2,23,2,1,14,Matches
2199,Owen Sánchez,eng ENG,FW,Roma,it Serie A,26,1997,2.6,121,142,85.2,2382,910,58,61,95.1,52,56,92.9,17,25,68.0,0,0.0,0.0,0.0,1,9,2,0,7,Matches
2200,Jonas Murphy,be BEL,"DF,FW",Monza,it Serie A,24,1999,3.1,147,181,81.2,2739,843,69,74,93.2,52,57,91.2,38,50,76.0,1,1.0,0.9,0.0,5,15,6,2,19,Matches
2201,Hugo Greco,ch SUI,GK,Cremonese,it Serie A,26,1997,12.4,545,824,66.1,9816,3637,260,292,89.0,226,287,78.7,130,245,53.1,2,3.1,3.3,-1.1,7,48,13,2,45,Matches
2202,Samuel Horvat,no NOR,MF,Milan,it Serie A,22,2001,7.5,416,497,83.7,7993,2484,223,232,96.1,206,253,81.4,8,12,66.7,1,1.3,1.1,-0.3,17,18,21,4,50,Matches
2203,Pablo Diallo,nl NED,"DF,MF",Lazio,it Serie A,33,1990,4.7,161,207,77.8,2885,895,79,91,86.8,75,81,92.6,16,35,45.7,0,0.0,0.4,0.0,6,15,10,2,9,Matches
2204,Viktor López,us USA,"DF,MF",Fiorentina,it Serie A,28,1995,9.6,324,376,86.2,6601,2263,173,193,89.6,115,144,79.9,25,39,64.1,2,0.0,0.3,2.0,21,50,13,2,33,Matches
2205,Omar Pereira,hr CRO,"MF,DF",Torino,it Serie A,29,1994,5.5,95,113,84.1,1769,816,55,58,94.8,36,40,90.0,8,15,53.3,1,3.0,3.0,-2.0,4,8,6,2,8,Matches
2206,Diego Novak,rs SRB,FW,Atalanta,it Serie A,27,1996,15.4,552,688,80.2,11928,4422,287,327,87.8,255,291,87.6,28,70,40.0,0,0.0,0.0,0.0,8,43,9,3,31,Matches
2207,Jonas Yamamoto,hr CRO,"MF,FW",Cremonese,it Serie A,28,1995,13.4,677,772,87.7,12561,3743,361,408,88.5,264,313,84.3,22,51,43.1,3,4.1,4.7,-1.1,15,74,26,3,65,Matches
2208,Théo Müller,hr CRO,"DF,MF",Sassuolo,it Serie A,27,1996,7.0,280,349,80.2,5198,2388,136,147,92.5,128,149,85.9,31,53,58.5,1,1.4,0.9,-0.4,7,42,9,2,27,Matches
2209,David Conti,dk DEN,"DF,MF",Roma,it Serie A,19,2004,23.2,755,920,82.1,15277,3368,314,351,89.5,321,358,89.7,110,211,52.1,7,7.3,7.9,-0.3,55,47,77,29,55,Matches
2210,Jonas Rossi,jp JPN,FW,Torino,it Serie A,27,1996,6.6,179,239,74.9,3491,1584,110,115,95.7,59,66,89.4,38,58,65.5,0,0.0,0.0,0.0,2,16,3,0,20,Matches
2211,João Nowak,jp JPN,"DF,MF",Bologna,it Serie A,31,1992,17.6,535,712,75.1,11970,2397,292,305,95.7,300,351,85.5,27,56,48.2,3,4.3,4.0,-1.3,28,47,32,8,25,Matches
2212,Samuel Girard,eng ENG,GK,Spezia,it Serie A,23,2000,4.4,200,288,69.4,4493,1481,127,137,92.7,69,73,94.5,55,78,70.5,0,0.0,0.3,0.0,4,20,4,2,20,Matches
2213,Lucas El Amrani,uy URU,MF,Spezia,it Serie A,25,1998,5.8,406,466,87.1,6698,2099,229,243,94.2,156,185,84.3,24,38,63.2,0,0.8,0.6,-0.8,2,46,2,0,51,Matches
2214,Samuel Lindqvist,fr FRA,DF,Torino,it Serie A,19,2004,4.7,226,308,73.4,3641,1252,132,146,90.4,108,127,85.0,18,35,51.4,0,0.0,0.0,0.0,2,25,3,1,20,Matches
2215,Samuel Tanaka,ma MAR,GK,Torino,it Serie A,23,2000,3.6,184,265,69.4,3936,1135,115,131,87.8,85,95,89.5,19,39,48.7,0,0.0,0.0,0.0,1,34,2,1,14,Matches
2216,Sota Barnes,pl POL,"MF,FW",Inter,it Serie A,25,1998,1.4,48,57,84.2,859,341,24,25,96.0,18,20,90.0,8,12,66.7,0,0.4,0.0,-0.4,1,5,1,0,4,Matches
2217,Connor Moreau,de GER,MF,Udinese,it Serie A,26,1997,13.1,604,631,95.7,13084,5336,224,257,87.2,171,199,85.9,116,175,66.3,2,1.5,1.2,0.5,23,85,31,6,41,Matches
2218,Lucas Horvat,co COL,DF,Juventus,it Serie A,20,2003,18.9,367,487,75.4,7132,2117,204,206,99.0,160,196,81.6,51,85,60.0,1,0.1,0.3,0.9,19,50,28,5,46,Matches
2219,Diego El Amrani,uy URU,DF,Empoli,it Serie A,24,1999,14.8,606,778,77.9,10465,3560,322,362,89.0,256,293,87.4,61,123,49.6,0,0.0,0.4,0.0,5,39,9,4,59,Matches
2220,Sergio Sánchez,us USA,"DF,MF",Napoli,it Serie A,22,2001,5.7,365,395,92.4,7085,2881,159,182,87.4,107,134,79.9,34,79,43.0,1,1.0,1.3,0.0,6,42,8,3,27,Matches
2221,David Cissé,jp JPN,FW,Juventus,it Serie A,25,1998,13.2,424,534,79.4,7264,2087,187,205,91.2,183,216,84.7,75,113,66.4,1,1.6,1.1,-0.6,8,35,12,4,24,Matches
2222,Andrés Gómez,jp JPN,GK,Roma,it Serie A,25,1998,4.9,354,475,74.5,6235,2338,236,243,97.1,185,194,95.4,25,38,65.8,1,2.0,1.8,-1.0,3,33,4,2,19,Matches
2223,Bruno López,be BEL,DF,Atalanta,it Serie A,25,1998,27.9,1079,1298,83.1,21337,9199,525,606,86.6,517,578,89.4,66,114,57.9,0,1.1,1.2,-1.1,17,177,12,5,22,Matches
2224,Stefan Wagner,pl POL,DF,Bologna,it Serie A,20,2003,7.9,236,266,88.7,4142,1587,126,144,87.5,110,124,88.7,0,0,,0,0.0,0.0,0.0,5,27,8,4,32,Matches
2225,Samuel Andersson,uy URU,DF,Sassuolo,it Serie A,31,1992,9.6,347,459,75.6,5855,1206,210,218,96.3,191,209,91.4,23,32,71.9,0,0.1,0.0,-0.1,2,31,3,1,44,Matches
2226,Oscar Dubois,ma MAR,GK,Hellas Verona,it Serie A,30,1993,9.4,519,751,69.1,8789,2111,371,379,97.9,268,289,92.7,41,83,49.4,0,0.6,0.4,-0.6,4,36,3,1,52,Matches
2227,Daniel Horvat,dk DEN,GK,Hellas Verona,it Serie A,28,1995,1.2,56,75,74.7,1269,620,31,33,93.9,22,24,91.7,9,18,50.0,0,0.0,0.4,0.0,1,7,1,1,1,Matches
2228,Lucas Wagner,at AUT,FW,Napoli,it Serie A,21,2002,8.6,315,437,72.1,7214,1515,192,215,89.3,156,180,86.7,23,42,54.8,1,2.6,3.1,-1.6,3,22,5,0,30,Matches
2229,Stefan Nielsen,sn SEN,FW,Fiorentina,it Serie A,27,1996,9.3,391,506,77.3,8526,3085,165,165,100.0,135,162,83.3,95,179,53.1,0,0.0,0.0,0.0,14,28,33,2,32,Matches
2230,Ryan Laurent,pt POR,"DF,FW",Hellas Verona,it Serie A,28,1995,10.0,223,313,71.2,4229,1378,117,125,93.6,115,129,89.1,35,59,59.3,0,0.0,0.0,0.0,10,18,18,5,16,Matches
2231,Thomas Martínez,de GER,MF,Roma,it Serie A,29,1994,6.1,345,366,94.3,6874,2357,137,151,90.7,149,159,93.7,36,56,64.3,0,0.1,0.0,-0.1,10,37,8,4,50,Matches
2232,Karim López,fr FRA,"MF,FW",Udinese,it Serie A,27,1996,7.7,387,464,83.4,7861,2501,211,214,98.6,146,177,82.5,49,73,67.1,0,0.1,0.7,-0.1,8,44,13,0,61,Matches
2233,Callum Gómez,ch SUI,DF,Torino,it Serie A,24,1999,13.1,649,843,77.0,9491,2688,314,360,87.2,250,295,84.7,80,188,42.6,1,0.7,0.7,0.3,15,38,27,0,67,Matches
2234,Luca Larsen,sn SEN,FW,Empoli,it Serie A,24,1999,14.9,266,365,72.9,4949,2218,164,176,93.2,141,156,90.4,18,33,54.5,0,2.2,2.0,-2.2,2,27,3,1,21,Matches
2235,Callum Rizzo,pt POR,DF,Napoli,it Serie A,23,2000,7.0,250,311,80.4,4208,1761,137,146,93.8,95,112,84.8,37,53,69.8,0,1.4,1.7,-1.4,1,24,1,0,35,Matches
2236,Finn Müller,co COL,DF,Lecce,it Serie A,22,2001,6.2,133,180,73.9,2609,1050,78,85,91.8,60,70,85.7,13,25,52.0,0,1.0,1.3,-1.0,0,12,0,0,16,Matches
2237,Leo Bakker,ar ARG,"FW,MF",Lecce,it Serie A,28,1995,2.9,166,197,84.3,3411,1135,89,91,97.8,66,77,85.7,20,29,69.0,0,1.2,1.3,-1.2,8,22,13,4,10,Matches
2238,Oscar Wright,pt POR,"DF,MF",Udinese,it Serie A,23,2000,4.4,208,223,93.3,3461,1546,96,110,87.3,69,76,90.8,16,37,43.2,1,0.0,0.8,1.0,11,11,17,2,16,Matches
2239,Stefan Horvat,hr CRO,"DF,MF",Udinese,it Serie A,22,2001,7.8,406,439,92.5,8528,2095,197,197,100.0,121,146,82.9,56,96,58.3,0,0.5,0.5,-0.5,4,42,5,2,22,Matches
2240,Mason Rossi,eng ENG,DF,Empoli,it Serie A,24,1999,12.1,468,605,77.4,9714,3789,277,309,89.6,214,255,83.9,26,41,63.4,1,0.7,1.1,0.3,5,30,7,2,22,Matches
2241,Karim Clarke,ar ARG,"DF,MF",Lazio,it Serie A,29,1994,6.1,303,376,80.6,5534,2453,211,223,94.6,153,175,87.4,0,0,,1,0.3,0.0,0.7,2,47,4,1,47,Matches
2242,Daniel Schmidt,es ESP,"MF,FW",Torino,it Serie A,28,1995,7.9,399,444,89.9,8362,2973,152,170,89.4,139,169,82.2,62,105,59.0,2,1.8,2.0,0.2,23,27,27,10,24,Matches
2243,Lucas Santos,de GER,MF,Lecce,it Serie A,22,2001,12.3,403,501,80.4,7823,2883,223,236,94.5,163,177,92.1,43,88,48.9,1,1.9,2.3,-0.9,19,28,21,6,5,Matches
2244,Marco Costa,pt POR,DF,Fiorentina,it Serie A,17,2006,2.3,136,169,80.5,2328,872,77,83,92.8,45,56,80.4,17,30,56.7,0,0.0,0.0,0.0,1,7,1,0,13,Matches
2245,Diego Rossi,jp JPN,"MF,FW",Hellas Verona,it Serie A,22,2001,3.2,161,178,90.4,3339,989,67,75,89.3,55,61,90.2,20,42,47.6,0,0.0,0.1,0.0,2,17,3,0,9,Matches
2246,Owen Santos,dk DEN,"MF,DF",Lazio,it Serie A,30,1993,8.9,391,467,83.7,8018,1814,173,199,86.9,133,138,96.4,60,130,46.2,2,2.3,2.3,-0.3,15,38,20,5,34,Matches
2247,Liam Fischer,pl POL,"DF,MF",Napoli,it Serie A,28,1995,10.5,734,867,84.7,14408,5960,435,490,88.8,390,419,93.1,0,0,,5,7.3,7.3,-2.3,17,107,20,2,87,Matches
2248,João Petit,se SWE,GK,Spezia,it Serie A,25,1998,5.1,213,296,72.0,3393,1044,142,161,88.2,99,114,86.8,12,21,57.1,0,1.1,0.3,-1.1,1,16,2,0,9,Matches
2249,Nicolas Costa,se SWE,"DF,MF",Fiorentina,it Serie A,29,1994,25.5,1263,1479,85.4,28617,8817,573,672,85.3,492,497,99.0,228,310,73.5,0,0.7,0.6,-0.7,20,148,34,5,146,Matches
2250,Owen Lindqvist,be BEL,"DF,MF",Lazio,it Serie A,35,1988,4.6,152,205,74.1,3472,1228,84,93,90.3,60,62,96.8,34,50,68.0,0,0.6,1.2,-0.6,9,23,17,1,12,Matches
2251,Ibrahim Horvat,eng ENG,DF,Roma,it Serie A,22,2001,21.6,399,519,76.9,6891,2162,231,253,91.3,126,160,78.8,67,106,63.2,0,0.0,0.1,0.0,7,53,9,3,33,Matches
2252,Nicolas Clarke,de GER,MF,Milan,it Serie A,35,1988,10.3,608,689,88.2,10430,3854,290,307,94.5,235,274,85.8,62,108,57.4,1,0.9,0.5,0.1,3,92,5,1,46,Matches
2253,Andrés Kovač,ar ARG,GK,Bologna,it Serie A,22,2001,5.3,284,404,70.3,5598,2232,171,186,91.9,114,148,77.0,38,70,54.3,1,2.1,2.3,-1.1,7,47,10,1,6,Matches
